date,type,description,latitude,longitude,district,address
2026-05-29T17:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.744650431,-87.629142232,006,082XX S WENTWORTH AVE
2026-05-29T17:28:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.783411246,-87.643219534,007,007XX W 61ST ST
2026-05-29T17:20:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,41.927998524,-87.673208159,019,025XX N CLYBOURN AVE
2026-05-29T17:18:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.946464013,-87.720672053,017,037XX W ADDISON ST
2026-05-29T17:15:00.000,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,41.728613378,-87.598573769,004,091XX S DOBSON AVE
2026-05-29T17:11:00.000,ASSAULT,SIMPLE,41.941757588,-87.730505316,017,041XX W HENDERSON ST
2026-05-29T17:10:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.812798173,-87.724995823,008,044XX S KOMENSKY AVE
2026-05-29T17:08:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.760792564,-87.649150454,007,073XX S MORGAN ST
2026-05-29T17:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.781776304,-87.605960056,003,062XX S COTTAGE GROVE AVE
2026-05-29T17:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.764748911,-87.644401916,007,071XX S HALSTED ST
2026-05-29T17:00:00.000,ASSAULT,SIMPLE,41.892904362,-87.614547398,018,006XX N LAKE SHORE DR
2026-05-29T17:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.937795781,-87.674709601,019,018XX W BARRY AVE
2026-05-29T17:00:00.000,ASSAULT,SIMPLE,41.904394115,-87.630001432,018,012XX N DEARBORN ST
2026-05-29T17:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.940969018,-87.723047628,017,038XX W SCHOOL ST
2026-05-29T17:00:00.000,BURGLARY,UNLAWFUL ENTRY,41.698889033,-87.629158341,005,002XX W 107TH PL
2026-05-29T17:00:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,41.9611931,-87.783164408,016,044XX N MERRIMAC AVE
2026-05-29T17:00:00.000,THEFT,OVER $500,41.998014129,-87.706985422,024,064XX N ALBANY AVE
2026-05-29T17:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.937365299,-87.77131768,025,031XX N MENARD AVE
2026-05-29T17:00:00.000,BATTERY,SIMPLE,41.903838027,-87.635561788,018,002XX W DIVISION ST
2026-05-29T16:50:00.000,ASSAULT,SIMPLE,41.692393516,-87.639133252,022,006XX W 111TH ST
2026-05-29T16:48:00.000,THEFT,RETAIL THEFT,41.834042232,-87.674368991,009,019XX W 33RD ST
2026-05-29T16:45:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.766870952,-87.623331208,003,070XX S WABASH AVE
2026-05-29T16:44:00.000,BATTERY,SIMPLE,41.884480868,-87.629826938,001,0000X W RANDOLPH ST
2026-05-29T16:40:00.000,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,41.762075233,-87.614275688,003,004XX E 73RD ST
2026-05-29T16:40:00.000,ASSAULT,AGGRAVATED - HANDGUN,41.837731933,-87.632871254,009,031XX S WELLS ST
2026-05-29T16:31:00.000,OTHER OFFENSE,VIOLENT OFFENDER - ANNUAL REGISTRATION,41.720783347,-87.643197739,022,095XX S HALSTED ST
2026-05-29T16:30:00.000,THEFT,FROM BUILDING,41.99475454,-87.682414393,024,062XX N HOYNE AVE
2026-05-29T16:30:00.000,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - HANDGUN,41.7078321,-87.583081031,004,017XX E 103RD ST
2026-05-29T16:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.729190076,-87.551235113,004,091XX S COMMERCIAL AVE
2026-05-29T16:30:00.000,CRIMINAL TRESPASS,TO VEHICLE,41.818827331,-87.602151153,002,041XX S ELLIS AVE
2026-05-29T16:30:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.763781977,-87.585864104,003,072XX S STONY ISLAND AVE
2026-05-29T16:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.6482009,-87.542618224,004,033XX E 136TH ST
2026-05-29T16:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.886867715,-87.736335704,011,044XX W CARROLL AVE
2026-05-29T16:30:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.702846405,-87.668324038,022,018XX W 105TH ST
2026-05-29T16:30:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.854531798,-87.717552894,010,019XX S LAWNDALE AVE
2026-05-29T16:30:00.000,OTHER OFFENSE,HARASSMENT BY TELEPHONE,,,008,046XX W 83RD ST
2026-05-29T16:30:00.000,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,41.830890037,-87.635503335,009,003XX W 35TH ST
2026-05-29T16:30:00.000,ASSAULT,SIMPLE,41.819391545,-87.619867813,002,041XX S PRAIRIE AVE
2026-05-29T16:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.971174208,-87.743988565,017,049XX N KOLMAR AVE
2026-05-29T16:25:00.000,BATTERY,SIMPLE,41.968547182,-87.765053563,016,048XX N LINDER AVE
2026-05-29T16:20:00.000,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",41.876650547,-87.755587101,015,052XX W JACKSON BLVD
2026-05-29T16:18:00.000,ASSAULT,SIMPLE,41.77322248,-87.662817146,007,066XX S JUSTINE ST
2026-05-29T16:14:00.000,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,41.877906167,-87.715797338,011,002XX S CENTRAL PARK BLVD
2026-05-29T16:14:00.000,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,41.858762438,-87.662500632,012,014XX W 17TH ST
2026-05-29T16:10:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.807226373,-87.608936691,002,048XX S LANGLEY AVE
2026-05-29T16:10:00.000,THEFT,OVER $500,41.736922044,-87.551419766,004,087XX S COMMERCIAL AVE
2026-05-29T16:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.880685678,-87.729133452,011,041XX W MADISON ST
2026-05-29T16:00:00.000,THEFT,$500 AND UNDER,41.753369537,-87.708962817,008,034XX W 77TH ST
2026-05-29T16:00:00.000,STALKING,CYBERSTALKING,41.882971888,-87.689778354,012,025XX W WASHINGTON BLVD
2026-05-29T16:00:00.000,THEFT,OVER $500,41.970631066,-87.659713788,020,048XX N BROADWAY
2026-05-29T15:55:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,41.906276004,-87.670011875,014,013XX N PAULINA ST
2026-05-29T15:55:00.000,OTHER OFFENSE,LICENSE VIOLATION,41.909427341,-87.761526045,025,054XX W NORTH AVE
2026-05-29T15:52:00.000,NARCOTICS,MANUFACTURE / DELIVER - CRACK,41.895431204,-87.71943374,011,037XX W CHICAGO AVE
2026-05-29T15:51:00.000,ARSON,BY FIRE,41.770895733,-87.582581238,003,068XX S RIDGELAND AVE
2026-05-29T15:48:00.000,ASSAULT,AGGRAVATED - OTHER FIREARM,41.680761178,-87.63114977,005,117XX S HARVARD AVE
2026-05-29T15:48:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,41.746816286,-87.606325497,006,081XX S EVANS AVE
2026-05-29T15:40:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.717993413,-87.630689675,005,002XX W 97TH ST
2026-05-29T15:40:00.000,THEFT,OVER $500,41.85052887,-87.622226987,001,023XX S INDIANA AVE
2026-05-29T15:40:00.000,OTHER OFFENSE,OTHER VEHICLE OFFENSE,41.942466572,-87.747660353,016,048XX W ROSCOE ST
2026-05-29T15:39:00.000,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,41.867428687,-87.626342565,001,0000X E ROOSEVELT RD
2026-05-29T15:30:00.000,CRIMINAL TRESPASS,TO LAND,41.930807556,-87.802068904,025,070XX W DIVERSEY AVE
2026-05-29T15:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.909134473,-87.694515622,014,015XX N WASHTENAW AVE
2026-05-29T15:25:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.931316666,-87.652593798,019,027XX N WILTON AVE
2026-05-29T15:24:00.000,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,41.781565307,-87.644295268,007,062XX S EMERALD DR
2026-05-29T15:15:00.000,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,41.771219552,-87.659135474,007,067XX S LOOMIS BLVD
2026-05-29T15:10:00.000,NARCOTICS,FOUND SUSPECT NARCOTICS,42.011596568,-87.663969582,024,013XX W ESTES AVE
2026-05-29T15:10:00.000,THEFT,RETAIL THEFT,41.900767115,-87.627014461,018,0000X E OAK ST
2026-05-29T15:07:00.000,ASSAULT,AGGRAVATED - HANDGUN,41.855418178,-87.629198499,001,0000X W CULLERTON ST
2026-05-29T15:05:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,41.966548959,-87.656197409,019,046XX N KENMORE AVE
2026-05-29T15:01:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,41.799808989,-87.723350952,008,051XX S PULASKI RD
2026-05-29T15:00:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,41.909427341,-87.761526045,025,054XX W NORTH AVE
2026-05-29T15:00:00.000,BATTERY,SIMPLE,41.919520368,-87.760921537,025,021XX N LONG AVE
2026-05-29T15:00:00.000,THEFT,POCKET-PICKING,41.891025527,-87.619100589,018,003XX E ILLINOIS ST
2026-05-29T15:00:00.000,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,41.877106159,-87.724265151,011,039XX W JACKSON BLVD
2026-05-29T15:00:00.000,OTHER OFFENSE,OTHER VEHICLE OFFENSE,41.931928262,-87.715621982,014,035XX W DIVERSEY AVE
2026-05-29T15:00:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,41.908234078,-87.732595216,025,015XX N TRIPP AVE
2026-05-29T15:00:00.000,THEFT,POCKET-PICKING,41.886017951,-87.624521781,001,002XX N MICHIGAN AVE
2026-05-29T15:00:00.000,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,41.88888153,-87.718563614,011,004XX N LAWNDALE AVE
2026-05-29T15:00:00.000,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",41.847867815,-87.696747766,010,028XX W 24TH BLVD
2026-05-29T14:55:00.000,THEFT,RETAIL THEFT,41.991262667,-87.660305558,024,060XX N Broadway
2026-05-29T14:50:00.000,THEFT,RETAIL THEFT,41.891062111,-87.617043461,018,004XX E ILLINOIS ST
2026-05-29T14:50:00.000,ASSAULT,SIMPLE,41.980840024,-87.65653885,020,054XX N KENMORE AVE
2026-05-29T14:47:00.000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,41.808509341,-87.674817794,009,020XX W 47TH ST
2026-05-29T14:46:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.665814864,-87.558853882,004,126XX S TORRENCE AVE
2026-05-29T14:41:00.000,CRIMINAL TRESPASS,TO LAND,41.762419957,-87.683180808,008,072XX S WESTERN AVE
2026-05-29T14:40:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.888077697,-87.653372561,012,003XX N CARPENTER ST
2026-05-29T14:35:00.000,THEFT,OVER $500,41.927175129,-87.667009928,019,025XX N BOSWORTH AVE
2026-05-29T14:35:00.000,ASSAULT,SIMPLE,41.790591824,-87.590231774,002,057XX S BLACKSTONE AVE
2026-05-29T14:30:00.000,BATTERY,SIMPLE,41.90982859,-87.677447594,014,015XX N DAMEN AVE
2026-05-29T14:30:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.789938991,-87.642610484,007,057XX S UNION AVE
2026-05-29T14:30:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.902005411,-87.695585838,012,027XX W HADDON AVE
2026-05-29T14:30:00.000,THEFT,OVER $500,,,012,011XX N WESTERN AVE
2026-05-29T14:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.877777692,-87.657877092,012,012XX W JACKSON BLVD
2026-05-29T14:30:00.000,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,41.966053999,-87.657890403,019,046XX N BROADWAY
2026-05-29T14:30:00.000,CRIMINAL TRESPASS,TO LAND,41.85552073,-87.621793612,001,002XX E CULLERTON ST
2026-05-29T14:30:00.000,THEFT,$500 AND UNDER,41.83230153,-87.621790307,002,034XX S INDIANA AVE
2026-05-29T14:30:00.000,THEFT,OVER $500,41.813803157,-87.704715262,008,043XX S ARCHER AVE
2026-05-29T14:25:00.000,THEFT,RETAIL THEFT,41.899702447,-87.627029867,018,009XX N RUSH ST
2026-05-29T14:19:00.000,THEFT,RETAIL THEFT,41.993043969,-87.660360363,024,061XX N BROADWAY
2026-05-29T14:13:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.922758657,-87.780544053,025,023XX N MELVINA AVE
2026-05-29T14:13:00.000,ASSAULT,SIMPLE,41.739979444,-87.550246811,004,085XX S HOUSTON AVE
2026-05-29T14:06:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.737817092,-87.609706255,006,086XX S ST LAWRENCE AVE
2026-05-29T14:04:00.000,THEFT,OVER $500,41.932049026,-87.779644301,025,028XX N MOODY AVE
2026-05-29T14:00:00.000,THEFT,RETAIL THEFT,41.939262335,-87.71335694,017,034XX W BELMONT AVE
2026-05-29T14:00:00.000,ROBBERY,ARMED - HANDGUN,41.692659589,-87.617637943,005,002XX E 111TH ST
2026-05-29T14:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.883151383,-87.646847771,012,007XX W WASHINGTON BLVD
2026-05-29T14:00:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.809669669,-87.594427666,002,013XX E 47TH ST
2026-05-29T14:00:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,41.705572072,-87.531658028,004,104XX S AVENUE G
2026-05-29T13:59:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,41.819484867,-87.619870446,002,041XX S PRAIRIE AVE
2026-05-29T13:51:00.000,THEFT,FROM BUILDING,42.011471031,-87.671186668,024,016XX W ESTES AVE
2026-05-29T13:48:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.726958304,-87.598534014,004,092XX S DOBSON AVE
2026-05-29T13:47:00.000,ASSAULT,SIMPLE,41.894272651,-87.726052394,011,007XX N PULASKI RD
2026-05-29T13:45:00.000,THEFT,FROM BUILDING,41.884466997,-87.634296325,001,002XX W RANDOLPH ST
2026-05-29T13:40:00.000,THEFT,$500 AND UNDER,41.938353011,-87.644341137,019,031XX N BROADWAY
2026-05-29T13:30:00.000,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,41.952184675,-87.74728465,017,039XX N CICERO AVE
2026-05-29T13:30:00.000,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.947855586,-87.711531269,017,036XX N CHRISTIANA AVE
2026-05-29T13:30:00.000,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,41.952184675,-87.74728465,017,039XX N CICERO AVE
2026-05-29T13:30:00.000,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,41.834042232,-87.674368991,009,019XX W 33RD ST
2026-05-29T13:20:00.000,BURGLARY,FORCIBLE ENTRY,41.738511137,-87.660701475,006,085XX S LAFLIN ST
2026-05-29T13:19:00.000,THEFT,FROM BUILDING,41.939684244,-87.669544458,019,016XX W BELMONT AVE
2026-05-29T13:16:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.929028876,-87.674384528,019,026XX N CLYBOURN AVE
2026-05-29T13:15:00.000,THEFT,OVER $500,41.976414059,-87.653823823,020,009XX W FOSTER AVE
2026-05-29T13:10:00.000,CRIMINAL TRESPASS,TO LAND,41.944390319,-87.660074626,019,012XX W NEWPORT AVE
2026-05-29T13:10:00.000,THEFT,RETAIL THEFT,41.891694878,-87.626155832,018,0000X E GRAND AVE
2026-05-29T13:06:00.000,THEFT,RETAIL THEFT,41.7211947,-87.664024973,022,016XX W 95TH ST
2026-05-29T13:00:00.000,THEFT,RETAIL THEFT,41.90079878,-87.625026871,018,001XX E OAK ST
2026-05-29T13:00:00.000,ASSAULT,SIMPLE,41.875288057,-87.723999683,011,039XX W VAN BUREN ST
2026-05-29T13:00:00.000,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,41.869201889,-87.670589881,012,017XX W TAYLOR ST
2026-05-29T13:00:00.000,BATTERY,SIMPLE,41.946946682,-87.672137845,019,017XX W ADDISON ST
2026-05-29T13:00:00.000,DECEPTIVE PRACTICE,COMPUTER FRAUD,41.803226867,-87.658315901,009,013XX W 50TH ST
2026-05-29T13:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.801513039,-87.617733588,002,051XX S CALUMET AVE
2026-05-29T12:55:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,42.002218831,-87.668070748,024,066XX N GREENVIEW AVE
2026-05-29T12:55:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.773782844,-87.591470643,003,066XX S DORCHESTER AVE
2026-05-29T12:48:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,41.895420644,-87.720539406,011,037XX W CHICAGO AVE
2026-05-29T12:46:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.713275264,-87.676988428,022,099XX S LEAVITT ST
2026-05-29T12:44:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.899843322,-87.724989478,011,010XX N HARDING AVE
2026-05-29T12:43:00.000,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,41.817746408,-87.610439631,002,042XX S CHAMPLAIN AVE
2026-05-29T12:43:00.000,THEFT,OVER $500,41.680692908,-87.662446079,022,117XX S MARSHFIELD AVE
2026-05-29T12:40:00.000,CRIMINAL TRESPASS,TO RESIDENCE,41.892667777,-87.616210158,018,004XX E OHIO ST
2026-05-29T12:40:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,41.879150677,-87.626110555,001,002XX S WABASH AVE
2026-05-29T12:40:00.000,CRIMINAL TRESPASS,TO VEHICLE,41.877600872,-87.635193673,001,003XX S FRANKLIN ST
2026-05-29T12:40:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.9100792,-87.709620261,014,033XX W NORTH AVE
2026-05-29T12:33:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.787014838,-87.619031541,002,059XX S PRAIRIE AVE
2026-05-29T12:30:00.000,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,41.899153198,-87.627410584,018,0000X E DELAWARE PL
2026-05-29T12:29:00.000,BATTERY,SIMPLE,41.976851852,-87.654999693,020,052XX N SHERIDAN RD
2026-05-29T12:28:00.000,THEFT,RETAIL THEFT,41.889906681,-87.624100509,018,004XX N MICHIGAN AVE
2026-05-29T12:24:00.000,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",41.851395612,-87.734779046,010,044XX W CERMAK RD
2026-05-29T12:22:00.000,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",41.725078367,-87.580294175,004,093XX S CREGIER AVE
2026-05-29T12:20:00.000,ASSAULT,SIMPLE,42.015044609,-87.663260015,024,012XX W SHERWIN AVE
2026-05-29T12:20:00.000,THEFT,$500 AND UNDER,41.933778206,-87.765105049,025,029XX N LUNA AVE
2026-05-29T12:20:00.000,ASSAULT,SIMPLE,42.007894141,-87.6667091,024,014XX W MORSE AVE
2026-05-29T12:16:00.000,ASSAULT,SIMPLE,41.909184591,-87.707604728,014,032XX W PIERCE AVE
2026-05-29T12:12:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,41.647924938,-87.616453858,005,002XX E 136TH ST
2026-05-29T12:11:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.75771862,-87.644960906,006,008XX W 75TH ST
2026-05-29T12:09:00.000,NARCOTICS,FOUND SUSPECT NARCOTICS,41.870473055,-87.743673492,011,047XX W POLK ST
2026-05-29T12:07:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.678323664,-87.641923769,005,118XX S HALSTED ST
2026-05-29T12:00:00.000,ASSAULT,SIMPLE,41.85342249,-87.648153145,012,021XX S PEORIA ST
2026-05-29T12:00:00.000,BATTERY,SIMPLE,41.896175186,-87.632703129,018,007XX N LA SALLE DR
2026-05-29T12:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.968667922,-87.768946624,016,056XX W GUNNISON ST
2026-05-29T12:00:00.000,THEFT,FROM BUILDING,41.872845977,-87.699217017,011,029XX W FLOURNOY ST
2026-05-29T12:00:00.000,BATTERY,SIMPLE,41.721303358,-87.655873595,022,013XX W 95TH ST
2026-05-29T12:00:00.000,ASSAULT,SIMPLE,41.8418344,-87.723267587,010,027XX S HARDING AVE
2026-05-29T12:00:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,41.707756212,-87.580708771,004,103XX S DOTY AVE E
2026-05-29T12:00:00.000,BATTERY,SIMPLE,41.878743645,-87.736124908,011,044XX W WILCOX ST
2026-05-29T12:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.68398585,-87.614296476,005,003XX E KENSINGTON AVE
2026-05-29T12:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.869727388,-87.641502535,001,005XX W TAYLOR ST
2026-05-29T12:00:00.000,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,41.891404732,-87.628061509,018,005XX N STATE ST
2026-05-29T12:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.919004902,-87.657038318,018,020XX N CLIFTON AVE
2026-05-29T11:58:00.000,THEFT,$500 AND UNDER,41.977225127,-87.655010442,020,052XX N SHERIDAN RD
2026-05-29T11:58:00.000,NARCOTICS,POSSESS - CRACK,41.793065114,-87.662118986,007,055XX S LAFLIN ST
2026-05-29T11:55:00.000,BATTERY,SIMPLE,41.831100186,-87.61791784,002,003XX E 35TH ST
2026-05-29T11:52:00.000,THEFT,RETAIL THEFT,42.000543176,-87.660715471,024,065XX N SHERIDAN RD
2026-05-29T11:51:00.000,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,41.916412734,-87.702059605,014,019XX N HUMBOLDT BLVD
2026-05-29T11:50:00.000,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,41.790512058,-87.721422263,008,039XX W 56TH PL
2026-05-29T11:50:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,41.785817262,-87.666799971,007,059XX S PAULINA ST
2026-05-29T11:50:00.000,ROBBERY,ARMED - HANDGUN,41.75702248,-87.558073456,004,076XX S EXCHANGE AVE
2026-05-29T11:49:00.000,NARCOTICS,POSSESS - CRACK,41.991349382,-87.656850554,024,060XX N KENMORE AVE
2026-05-29T11:47:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.796718385,-87.670735757,009,053XX S HONORE ST
2026-05-29T11:46:00.000,CRIMINAL TRESPASS,TO RESIDENCE,41.777893176,-87.615565514,003,064XX S DR MARTIN LUTHER KING JR DR
2026-05-29T11:43:00.000,NARCOTICS,POSSESS - HEROIN (WHITE),41.872904506,-87.727859232,011,006XX S KARLOV AVE
2026-05-29T11:36:00.000,NARCOTICS,POSSESS - CRACK,41.791288115,-87.663281634,007,056XX S JUSTINE ST
2026-05-29T11:36:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.889326577,-87.757841738,015,005XX N LOCKWOOD AVE
2026-05-29T11:30:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.890634512,-87.755442743,015,005XX N LARAMIE AVE
2026-05-29T11:30:00.000,CRIMINAL TRESPASS,TO LAND,41.715420502,-87.662118014,022,098XX S CHARLES ST
2026-05-29T11:30:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.805046647,-87.621101652,002,049XX S INDIANA AVE
2026-05-29T11:30:00.000,ASSAULT,SIMPLE,41.763808927,-87.688111482,008,071XX S ROCKWELL ST
2026-05-29T11:25:00.000,ASSAULT,SIMPLE,41.99157427,-87.655431953,024,060XX N SHERIDAN RD
2026-05-29T11:24:00.000,ASSAULT,SIMPLE,41.71000746,-87.639273393,022,101XX S LOWE AVE
2026-05-29T11:21:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.81067058,-87.621248438,002,046XX S INDIANA AVE
2026-05-29T11:19:00.000,THEFT,$500 AND UNDER,41.814705458,-87.690726339,009,043XX S TALMAN AVE
2026-05-29T11:18:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.861832311,-87.734832234,010,014XX S KOSTNER AVE
2026-05-29T11:17:00.000,THEFT,RETAIL THEFT,41.86821682,-87.6304532,001,011XX S CLARK ST
2026-05-29T11:09:00.000,ASSAULT,SIMPLE,41.855911352,-87.719966,010,018XX S HAMLIN AVE
2026-05-29T11:05:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,41.866578077,-87.624134464,001,012XX S MICHIGAN AVE
2026-05-29T11:03:00.000,OTHER OFFENSE,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,41.840529595,-87.694266302,010,028XX S CALIFORNIA BLVD
2026-05-29T11:02:00.000,THEFT,RETAIL THEFT,41.893469034,-87.632648229,018,006XX N LA SALLE DR
2026-05-29T11:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.965931952,-87.645194961,019,006XX W WILSON DR
2026-05-29T11:00:00.000,THEFT,OVER $500,41.896772247,-87.680464548,012,021XX W RICE ST
2026-05-29T11:00:00.000,BATTERY,SIMPLE,41.946542477,-87.736084376,017,036XX N MILWAUKEE AVE
2026-05-29T11:00:00.000,ASSAULT,SIMPLE,41.653167514,-87.604807152,005,133XX S LANGLEY AVE
2026-05-29T11:00:00.000,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.799710045,-87.750275026,008,051XX S LECLAIRE AVE
2026-05-29T11:00:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,41.806046461,-87.663681723,009,048XX S JUSTINE ST
2026-05-29T11:00:00.000,CRIMINAL TRESPASS,TO LAND,41.909770944,-87.677444511,014,015XX N DAMEN AVE
2026-05-29T11:00:00.000,THEFT,$500 AND UNDER,41.900689382,-87.686966744,012,010XX N WESTERN AVE
2026-05-29T11:00:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,41.906053833,-87.666241411,014,013XX N BOSWORTH AVE
2026-05-29T11:00:00.000,BATTERY,SIMPLE,41.919520368,-87.760921537,025,021XX N LONG AVE
2026-05-29T11:00:00.000,BATTERY,SIMPLE,41.780538414,-87.661817002,007,062XX S LAFLIN ST
2026-05-29T10:58:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.831103159,-87.617514186,002,003XX E 35TH ST
2026-05-29T10:54:00.000,THEFT,OVER $500,41.893623014,-87.765347251,015,007XX N CENTRAL AVE
2026-05-29T10:53:00.000,THEFT,OVER $500,41.901713467,-87.72627576,011,011XX N PULASKI RD
2026-05-29T10:50:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.809670667,-87.594156219,002,013XX E 47TH ST
2026-05-29T10:49:00.000,THEFT,FROM BUILDING,41.88171846,-87.627760426,001,0000X S STATE ST
